Gene	Gene name	Reliability	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000110274	CEP164	Enhanced	Centrosome	Nucleoplasm						Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000110315	RNF141	Approved			Microtubules;Nucleoplasm					Microtubules (GO:0015630);Nucleoplasm (GO:0005654)
ENSG00000110318	CEP126	Uncertain				Cytosol;Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000110321	EIF4G2	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000110328	GALNT18	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000110330	BIRC2	Supported		Cytosol;Nucleoli fibrillar center;Nucleus			Nucleoli fibrillar center;Nucleus			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000110344	UBE4A	Supported		Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000110367	DDX6	Supported		Cytoplasmic bodies	Cytosol					Cytoplasmic bodies (GO:0036464);Cytosol (GO:0005829)
ENSG00000110395	CBL	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000110422	HIPK3	Supported		Cytosol;Nuclear bodies						Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000110427	KIAA1549L	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000110429	FBXO3	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000110435	PDHX	Approved			Mitochondria;Nucleus;Plasma membrane					Mitochondria (GO:0005739);Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000110442	COMMD9	Approved		Nucleus	Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleus (GO:0005634)
ENSG00000110446	SLC15A3	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000110455	ACCS	Approved			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000110492	MDK	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000110497	AMBRA1	Approved			Mitochondria;Vesicles					Mitochondria (GO:0005739);Vesicles (GO:0043231)
ENSG00000110514	MADD	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000110536	PTPMT1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000110583	NAA40	Approved			Nuclear bodies					Nuclear bodies (GO:0016604)
ENSG00000110619	CARS	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000110651	CD81	Supported		Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000110660	SLC35F2	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000110675	ELMOD1	Supported		Cytosol	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000110693	SOX6	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000110696	C11orf58	Approved			Endoplasmic reticulum;Nucleoplasm					Endoplasmic reticulum (GO:0005783);Nucleoplasm (GO:0005654)
ENSG00000110697	PITPNM1	Enhanced	Cytosol	Cytoplasmic bodies;Microtubule organizing center						Cytoplasmic bodies (GO:0036464);Cytosol (GO:0005829);Microtubule organizing center (GO:0005815)
ENSG00000110700	RPS13	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000110711	AIP	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000110713	NUP98	Supported		Nucleoplasm		Vesicles				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000110717	NDUFS8	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000110719	TCIRG1	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000110721	CHKA	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000110768	GTF2H1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000110786	PTPN5	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000110801	PSMD9	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000110811	P3H3	Approved			Cytosol;Nucleoli;Plasma membrane					Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ENSG00000110841	PPFIBP1	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000110844	PRPF40B	Approved		Nuclear bodies	Aggresome;Cytosol;Nucleoplasm					Aggresome (GO:0016235);Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000110851	PRDM4	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000110871	COQ5	Approved			Mitochondria;Nucleoli					Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000110881	ASIC1	Approved			Golgi apparatus;Plasma membrane					Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000110888	CAPRIN2	Supported		Cytosol	Centrosome;Nucleus					Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000110900	TSPAN11	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000110906	KCTD10	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000110911	SLC11A2	Supported		Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000110925	CSRNP2	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000110931	CAMKK2	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000110944	IL23A	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000110955	ATP5B	Enhanced	Mitochondria							Mitochondria (GO:0005739)
ENSG00000110958	PTGES3	Supported		Cytosol	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000110975	SYT10	Approved			Vesicles	Nucleoplasm				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000110987	BCL7A	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000111011	RSRC2	Enhanced	Nuclear speckles		Cytosol;Nucleoli fibrillar center		Nuclear speckles			Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Nucleoli fibrillar center (GO:0001650)
ENSG00000111049	MYF5	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000111057	KRT18	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000111058	ACSS3	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000111087	GLI1	Enhanced	Cytosol;Nucleoplasm							Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111110	PPM1H	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000111142	METAP2	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000111144	LTA4H	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111145	ELK3	Supported		Nucleoplasm	Mitochondria					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000111181	SLC6A12	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000111186	WNT5B	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000111203	ITFG2	Approved			Cytokinetic bridge;Endoplasmic reticulum;Nucleoplasm		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Endoplasmic reticulum (GO:0005783);Nucleoplasm (GO:0005654)
ENSG00000111206	FOXM1	Supported		Nucleoli;Nucleus		Cytosol				Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000111215	PRR4	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000111229	ARPC3	Uncertain				Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000111231	GPN3	Approved			Cytosol;Nuclear speckles		Nuclear speckles			Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000111237	VPS29	Supported		Cytosol	Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000111245	MYL2	Uncertain				Microtubules				Microtubules (GO:0015630)
ENSG00000111247	RAD51AP1	Approved			Nucleus		Nucleus			Nucleus (GO:0005634)
ENSG00000111252	SH2B3	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000111261	MANSC1	Approved			Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000111266	DUSP16	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000111269	CREBL2	Approved			Cytosol;Mitochondria;Nucleoplasm					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000111276	CDKN1B	Supported		Nucleus	Vesicles		Nucleus			Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000111300	NAA25	Supported		Cytosol	Golgi apparatus		Cytosol;Golgi apparatus		Cytosol (correlation)	Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000111321	LTBR	Supported		Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000111325	OGFOD2	Supported		Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000111328	CDK2AP1	Supported		Nucleoplasm			Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000111331	OAS3	Supported		Cytosol;Nucleoplasm	Plasma membrane		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000111335	OAS2	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111339	ART4	Approved			Rods & Rings					Rods & Rings ()
ENSG00000111344	RASAL1	Approved			Cell Junctions;Cytosol;Plasma membrane					Cell Junctions (GO:0030054);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000111348	ARHGDIB	Supported		Cytosol			Cytosol			Cytosol (GO:0005829)
ENSG00000111358	GTF2H3	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000111361	EIF2B1	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000111364	DDX55	Supported		Cytosol;Nucleoli;Nucleus						Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000111404	RERGL	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000111424	VDR	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000111432	FZD10	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000111445	RFC5	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000111450	STX2	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000111452	ADGRD1	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000111490	TBC1D30	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000111530	CAND1	Enhanced	Cytosol;Golgi apparatus;Nucleoplasm				Golgi apparatus;Nucleoplasm			Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000111540	RAB5B	Supported		Vesicles			Vesicles			Vesicles (GO:0043231)
ENSG00000111554	MDM1	Supported		Centrosome		Cytosol				Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000111581	NUP107	Uncertain		Nuclear membrane		Centrosome;Nucleoplasm				Centrosome (GO:0005813);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000111596	CNOT2	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000111602	TIMELESS	Supported		Nucleus			Nucleus			Nucleus (GO:0005634)
ENSG00000111605	CPSF6	Enhanced	Nuclear speckles;Nucleoplasm				Nuclear speckles;Nucleoplasm			Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000111615	KRR1	Enhanced	Nucleoli;Nucleus				Nucleoli			Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000111639	MRPL51	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000111640	GAPDH	Enhanced	Cytosol;Plasma membrane				Cytosol;Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000111641	NOP2	Supported		Nucleoli			Nucleoli		N/A (custom data)	Nucleoli (GO:0005730)
ENSG00000111642	CHD4	Enhanced	Nucleus							Nucleus (GO:0005634)
ENSG00000111644	ACRBP	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000111647	UHRF1BP1L	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000111652	COPS7A	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000111653	ING4	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000111664	GNB3	Approved			Golgi apparatus;Plasma membrane					Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000111665	CDCA3	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000111666	CHPT1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000111667	USP5	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111669	TPI1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000111670	GNPTAB	Supported		Golgi apparatus			Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000111674	ENO2	Supported		Cytosol;Plasma membrane			Cytosol;Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000111676	ATN1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000111678	C12orf57	Supported		Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000111679	PTPN6	Supported		Nucleoli;Nucleus						Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000111696	NT5DC3	Approved			Cytosol;Mitochondria					Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000111700	SLCO1B3	Supported		Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000111707	SUDS3	Supported		Nuclear bodies	Cytosol					Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000111711	GOLT1B	Supported		Vesicles		Nucleoplasm				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000111716	LDHB	Enhanced	Cytosol				Cytosol			Cytosol (GO:0005829)
ENSG00000111725	PRKAB1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111726	CMAS	Uncertain		Nucleoli		Cytosol				Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000111727	HCFC2	Supported		Nucleoplasm	Cytosol;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000111731	C2CD5	Approved			Cytosol;Microtubule organizing center					Cytosol (GO:0005829);Microtubule organizing center (GO:0005815)
ENSG00000111752	PHC1	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000111775	COX6A1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000111780	AL021546.6	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000111783	RFX4	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000111785	RIC8B	Approved			Centrosome;Cytosol					Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000111786	SRSF9	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000111790	FGFR1OP2	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000111796	KLRB1	Uncertain				Cytosol;Nucleoplasm				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111799	COL12A1	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000111802	TDP2	Supported		Nuclear bodies;Nucleoplasm			Nuclear bodies			Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000111816	FRK	Supported		Cytosol;Nucleus						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000111817	DSE	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111834	RSPH4A	Supported		Nucleus			Nucleus			Nucleus (GO:0005634)
ENSG00000111845	PAK1IP1	Supported		Nucleoplasm	Nucleoli					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000111846	GCNT2	Supported		Golgi apparatus			Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000111850	SMIM8	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000111859	NEDD9	Approved		Cytosol;Nucleoplasm	Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000111863	ADTRP	Uncertain				Nucleoli				Nucleoli (GO:0005730)
ENSG00000111875	ASF1A	Enhanced	Nucleus				Nucleus		N/A (custom data)	Nucleus (GO:0005634)
ENSG00000111877	MCM9	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000111879	FAM184A	Supported		Golgi apparatus	Cytosol;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000111880	RNGTT	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000111885	MAN1A1	Supported		Golgi apparatus			Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000111897	SERINC1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000111906	HDDC2	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000111907	TPD52L1	Approved			Cell Junctions;Cytosol;Plasma membrane					Cell Junctions (GO:0030054);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000111911	HINT3	Supported		Cytosol;Nucleoli	Mitochondria					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000111912	NCOA7	Approved			Golgi apparatus;Nuclear bodies		Nuclear bodies			Golgi apparatus (GO:0005794);Nuclear bodies (GO:0016604)
ENSG00000111961	SASH1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000111981	ULBP1	Approved		Plasma membrane	Actin filaments;Cytosol					Actin filaments (GO:0015629);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000112029	FBXO5	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000112039	FANCE	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000112062	MAPK14	Supported		Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000112077	RHAG	Uncertain				Endoplasmic reticulum				Endoplasmic reticulum (GO:0005783)
ENSG00000112078	KCTD20	Approved			Endoplasmic reticulum;Nuclear speckles					Endoplasmic reticulum (GO:0005783);Nuclear speckles (GO:0016607)
ENSG00000112079	STK38	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000112081	SRSF3	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000112118	MCM3	Enhanced	Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000112130	RNF8	Supported		Nucleus	Cytosol					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000112137	PHACTR1	Uncertain				Plasma membrane				Plasma membrane (GO:0005886)
ENSG00000112139	MDGA1	Supported		Golgi apparatus;Plasma membrane						Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000112144	ICK	Approved			Nucleoli fibrillar center					Nucleoli fibrillar center (GO:0001650)
ENSG00000112146	FBXO9	Approved			Centrosome					Centrosome (GO:0005813)
ENSG00000112149	CD83	Approved			Vesicles		Vesicles			Vesicles (GO:0043231)
ENSG00000112159	MDN1	Approved		Nucleoli		Cytosol;Intermediate filaments;Nucleus				Cytosol (GO:0005829);Intermediate filaments (GO:0045111);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000112167	SAYSD1	Enhanced	Vesicles							Vesicles (GO:0043231)
ENSG00000112182	BACH2	Supported		Cytosol;Nucleus						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000112183	RBM24	Enhanced	Cytosol;Nucleoplasm							Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000112186	CAP2	Approved			Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000112200	ZNF451	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000112208	BAG2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000112210	RAB23	Enhanced	Cytosol;Plasma membrane							Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000112218	GPR63	Approved			Plasma membrane	Cytosol;Nucleus				Cytosol (GO:0005829);Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000112234	FBXL4	Enhanced	Nuclear speckles							Nuclear speckles (GO:0016607)
ENSG00000112237	CCNC	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000112242	E2F3	Supported		Nuclear speckles;Nucleoplasm		Cytosol				Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000112246	SIM1	Approved			Nuclear speckles		Nuclear speckles			Nuclear speckles (GO:0016607)
ENSG00000112249	ASCC3	Supported		Cytosol	Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000112276	BVES	Supported		Cell Junctions;Plasma membrane			Cell Junctions			Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000112282	MED23	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000112294	ALDH5A1	Enhanced	Mitochondria							Mitochondria (GO:0005739)
ENSG00000112297	AIM1	Approved			Cytosol;Microtubules;Nucleus					Cytosol (GO:0005829);Microtubules (GO:0015630);Nucleus (GO:0005634)
ENSG00000112304	ACOT13	Approved			Cell Junctions					Cell Junctions (GO:0030054)
ENSG00000112305	SMAP1	Approved			Cytosol;Golgi apparatus;Plasma membrane					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000112306	RPS12	Supported		Cytosol	Golgi apparatus;Vesicles					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000112308	C6orf62	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000112312	GMNN	Enhanced	Nucleoplasm						N/A (custom data)	Nucleoplasm (GO:0005654)
ENSG00000112319	EYA4	Approved			Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000112320	SOBP	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000112333	NR2E1	Approved			Nuclear bodies		Nuclear bodies			Nuclear bodies (GO:0016604)
ENSG00000112339	HBS1L	Approved			Cytosol;Nuclear bodies					Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000112343	TRIM38	Approved			Cell Junctions;Centrosome;Plasma membrane					Cell Junctions (GO:0030054);Centrosome (GO:0005813);Plasma membrane (GO:0005886)
ENSG00000112357	PEX7	Supported		Vesicles	Nucleoplasm					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000112365	ZBTB24	Approved			Centrosome;Cytokinetic bridge;Nucleus		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Centrosome (GO:0005813);Cytokinetic bridge (GO:0045171);Nucleus (GO:0005634)
ENSG00000112367	FIG4	Approved		Vesicles		Lipid droplets				Lipid droplets (GO:0005811);Vesicles (GO:0043231)
ENSG00000112394	SLC16A10	Approved			Cell Junctions;Vesicles					Cell Junctions (GO:0030054);Vesicles (GO:0043231)
ENSG00000112425	EPM2A	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
